evenness,sil
0.962036722,0.12117249
0.932145994,0.23993649
0.882303123,0.28081006
0.858351721,0.14354134
0.817388811,0.024649164
0.775837067,-0.007311247
0.711906435,0.12240684
0.644648576,0.20924929
0.520931771,0.116975494
0.366533832,0.30061713
0.955026117,0.2824938
0.932976714,0.12454753
0.887220259,0.2236816
0.86698653,0.3705488
0.83066843,0.10313954
0.785832317,0.29894412
0.732563651,0.029309398
0.640202622,0.29776773
0.573805654,0.0626958
0.430370558,-0.21149725
0.952729833,0.0846599
0.931771504,0.1843668
0.898089455,0.37774804
0.857517243,0.12250851
0.828146508,0.12681207
0.776469456,0.10942583
0.723792604,0.321013
0.654616163,0.01858125
0.553191649,0.46943593
0.376981264,0.30198318
0.94915502,0.22000325
0.918687832,0.18126525
0.895434303,0.1611946
0.847997831,0.29765156
0.83767057,0.17267597
0.778959269,0.21354756
0.728628568,0.27782133
0.645941721,0.30123213
0.550113379,0.36624086
0.397189066,0.11426499
0.949986863,0.11228977
0.926179677,0.17559814
0.901521661,0.19149579
0.869016311,0.17939802
0.82837087,0.31718203
0.789288598,0.1272561
0.733023183,0.30524537
0.667135524,0.26443997
0.55380225,-0.06561388
0.346921647,0.22040883
0.949317453,0.33939835
0.923127627,0.14006068
0.901873567,0.1746666
0.862753276,0.048489977
0.835582863,0.19336444
0.782707673,0.33231553
0.713881362,0.035704654
0.648814736,0.1346651
0.538714127,0.14871013
0.473019348,0.65707016
0.944862403,0.16720247
0.927602205,0.18063687
0.891874681,0.1321724
0.859320232,0.26502433
0.845385268,0.14500059
0.792363434,0.28939998
0.708812365,0.37420285
0.647226386,0.12462349
0.56325585,0.16011377
0.477307345,0.3409564
0.953172909,0.19074029
0.920820874,0.022441901
0.89826003,0.13745534
0.870730165,0.002544739
0.837407638,0.21366827
0.76612088,0.052499305
0.731499393,0.2947178
0.632658916,0.18269417
0.554022583,0.104161575
0.378410458,0.18485261
0.95419396,0.19476828
0.92865606,0.1168372
0.900815035,0.2448897
0.879690825,0.011499555
0.828176675,0.1034458
0.782219212,0.15477608
0.717415685,0.028075516
0.64963433,0.039309032
0.557803525,0.4316678
0.366714344,-0.35548192
0.954045234,0.1275884
0.925485424,0.23419611
0.900254576,0.24595118
0.872513477,0.102222934
0.830197327,0.06526662
0.768704367,0.1063234
0.715052453,0.020553088
0.660961298,0.29881918
0.53443582,0.22056624
0.394104667,0.22794051
