evenness,sil
0.96207571,-0.014305226
0.919524841,-0.014340032
0.90303912,-0.048892788
0.858926319,-0.019467333
0.8455629,0.045769621
0.814869961,0.04839443
0.74711925,0.007747278
0.639198384,0.037681147
0.525824003,-0.013198461
0.389445425,0.165367933
0.949618046,-0.041066677
0.948701534,-0.026618333
0.913831323,-0.001729885
0.861960051,-0.029021284
0.83101779,-0.022033228
0.810733643,0.003707618
0.712469048,0.013724392
0.666158884,0.05579578
0.59666971,0.111116887
0.330913216,0.019718954
0.965532485,-0.017731486
0.913056578,-0.037678727
0.914714285,-0.012438972
0.881455646,-0.030524198
0.833610377,-0.036768761
0.792338038,-0.029925691
0.761331114,-0.008880386
0.644471342,-0.075971283
0.582805902,0.043468932
0.349425177,0.088685882
0.964252947,0.003535883
0.933509341,-0.068227617
0.879302071,-0.004670406
0.86525521,0.005085011
0.846013908,0.005989061
0.779404182,0.042695609
0.705475808,-0.004446779
0.681713293,0.014147413
0.566696966,0.025445168
0.4052179,0.01617426
0.94738163,-0.018816271
0.93152769,-0.019850513
0.908719104,-0.042023483
0.865334257,0.037082927
0.836307457,-0.023100649
0.793548751,-0.001722765
0.725001475,-0.003119337
0.665229751,0.073311401
0.561403823,0.038958158
0.350566532,0.021671777
0.945790981,-0.048901691
0.940034378,-0.059838398
0.891821452,0.006369656
0.878205399,-0.010869707
0.82605791,-0.063379679
0.781200854,0.0666191
0.736685287,0.027953596
0.627824845,-0.003073667
0.5643071,0.023934765
0.454572867,0.061168193
0.96497636,-0.038865128
0.933055497,0.035010181
0.886590746,-0.037064089
0.883040876,-0.041830926
0.810787574,-0.028957571
0.789081994,0.017838597
0.73950359,-0.002519212
0.674304988,0.06171153
0.563457899,0.083013399
0.426810254,0.036624143
0.966151313,-0.026744095
0.935659646,-0.01929897
0.896248956,-0.012276966
0.8809585,0.001635299
0.846885106,-0.037367504
0.809506849,-0.069444365
0.739296233,-0.045737601
0.692471735,-0.034211276
0.572015839,0.039651185
0.364740333,0.158569021
0.952433898,-0.016010277
0.929154676,-0.043255873
0.903696131,0.032597107
0.886615881,0.039193673
0.848895057,-0.038320848
0.800246114,-0.040362236
0.728255913,0.041569443
0.673809207,0.117669693
0.583954139,0.070927182
0.34289901,0.022718262
0.956774296,-0.026636376
0.936945418,-0.051697838
0.901391491,-0.042034195
0.887150661,0.030473223
0.834962059,-0.02513966
0.787992459,-0.04973198
0.720518452,0.090701058
0.623225049,-0.019678296
0.566236033,0.064737583
0.404925523,0.128650749
