evenness,sil
0.96207571,-0.69553995
0.919524841,-0.5357705
0.90303912,-0.6233663
0.858926319,-0.58823
0.8455629,-0.4717092
0.814869961,-0.43797246
0.74711925,-0.3560334
0.639198384,-0.5048245
0.525824003,-0.6340011
0.389445425,-0.1824553
0.949618046,-0.7494104
0.948701534,-0.59707564
0.913831323,-0.6539306
0.861960051,-0.3860024
0.83101779,-0.5565092
0.810733643,-0.54696804
0.712469048,-0.74355406
0.666158884,-0.4243732
0.59666971,-0.45435187
0.330913216,-0.6289608
0.965532485,-0.5656452
0.913056578,-0.6830898
0.914714285,-0.51024574
0.881455646,-0.50183135
0.833610377,-0.50433815
0.792338038,-0.79603803
0.761331114,-0.47921884
0.644471342,-0.7325632
0.582805902,-0.48758793
0.349425177,-0.5876801
0.964252947,-0.74229324
0.933509341,-0.8117192
0.879302071,-0.78347963
0.86525521,-0.63142425
0.846013908,-0.7424673
0.779404182,-0.4854146
0.705475808,-0.7554369
0.681713293,-0.7276151
0.566696966,-0.47759965
0.4052179,-0.46986857
0.94738163,-0.8300578
0.93152769,-0.46202198
0.908719104,-0.52913195
0.865334257,-0.6435918
0.836307457,-0.45811605
0.793548751,-0.677791
0.725001475,-0.42223173
0.665229751,-0.5491473
0.561403823,-0.4894043
0.350566532,-0.52637756
0.945790981,-0.5669194
0.940034378,-0.6362501
0.891821452,-0.63980395
0.878205399,-0.57584727
0.82605791,-0.47772664
0.781200854,-0.43906757
0.736685287,-0.62254095
0.627824845,-0.721867
0.5643071,-0.28500673
0.454572867,-0.5980378
0.96497636,-0.5706774
0.933055497,-0.59026736
0.886590746,-0.5573321
0.883040876,-0.4617945
0.810787574,-0.67118263
0.789081994,-0.48120522
0.73950359,-0.77342564
0.674304988,-0.42598403
0.563457899,-0.4089212
0.426810254,-0.42643
0.966151313,-0.64155406
0.935659646,-0.77784073
0.896248956,-0.7769907
0.8809585,-0.6769188
0.846885106,-0.6571236
0.809506849,-0.65670544
0.739296233,-0.64236623
0.692471735,-0.37855908
0.572015839,-0.6704144
0.364740333,-0.5276804
0.952433898,-0.6291728
0.929154676,-0.6897463
0.903696131,-0.74904245
0.886615881,-0.7461393
0.848895057,-0.7697528
0.800246114,-0.78026956
0.728255913,-0.6653007
0.673809207,-0.266496
0.583954139,-0.6643338
0.34289901,-0.41292983
0.956774296,-0.8691776
0.936945418,-0.6431705
0.901391491,-0.711594
0.887150661,-0.6838999
0.834962059,-0.62353355
0.787992459,-0.64920574
0.720518452,-0.5726888
0.623225049,-0.6843214
0.566236033,-0.5267838
0.404925523,-0.5279067
