evenness,sil
0.96207571,-0.51889324
0.919524841,-0.56286496
0.90303912,-0.36929786
0.858926319,-0.55959654
0.8455629,-0.4983034
0.814869961,-0.4498676
0.74711925,-0.4413073
0.639198384,-0.5652749
0.525824003,-0.6585057
0.389445425,-0.562211
0.949618046,-0.6989389
0.948701534,-0.63326746
0.913831323,-0.6226185
0.861960051,-0.61484784
0.83101779,-0.5602967
0.810733643,-0.23863353
0.712469048,-0.3116867
0.666158884,-0.6551786
0.59666971,-0.50152224
0.330913216,-0.63421655
0.965532485,-0.5393721
0.913056578,-0.63929135
0.914714285,-0.37583476
0.881455646,-0.49613088
0.833610377,-0.6091029
0.792338038,-0.6040972
0.761331114,-0.6046506
0.644471342,-0.35890153
0.582805902,-0.63731647
0.349425177,-0.6105231
0.964252947,-0.5290652
0.933509341,-0.61970794
0.879302071,-0.39472926
0.86525521,-0.63045436
0.846013908,-0.51732975
0.779404182,-0.37912014
0.705475808,-0.6033733
0.681713293,-0.13883764
0.566696966,-0.41683495
0.4052179,-0.5200785
0.94738163,-0.7345143
0.93152769,-0.55123454
0.908719104,-0.4490114
0.865334257,-0.542786
0.836307457,-0.6803789
0.793548751,-0.3585591
0.725001475,-0.42922685
0.665229751,-0.39996013
0.561403823,-0.6562366
0.350566532,-0.21152382
0.945790981,-0.55453664
0.940034378,-0.37270626
0.891821452,-0.42399135
0.878205399,-0.60531294
0.82605791,-0.59944344
0.781200854,-0.3639296
0.736685287,-0.59700155
0.627824845,-0.41097817
0.5643071,-0.46814305
0.454572867,-0.649006
0.96497636,-0.6375605
0.933055497,-0.64805406
0.886590746,-0.57325196
0.883040876,-0.46795133
0.810787574,-0.6490535
0.789081994,-0.32645053
0.73950359,-0.54533076
0.674304988,-0.5840567
0.563457899,-0.49823868
0.426810254,-0.63495094
0.966151313,-0.48492122
0.935659646,-0.50701046
0.896248956,-0.6914733
0.8809585,-0.49951482
0.846885106,-0.53177446
0.809506849,-0.6597725
0.739296233,-0.39419782
0.692471735,-0.5715647
0.572015839,-0.58735895
0.364740333,-0.39610702
0.952433898,-0.6778253
0.929154676,-0.6533893
0.903696131,-0.5584993
0.886615881,-0.5949031
0.848895057,-0.3610289
0.800246114,-0.36924115
0.728255913,-0.43489772
0.673809207,-0.44191462
0.583954139,-0.6187957
0.34289901,-0.5861018
0.956774296,-0.46915016
0.936945418,-0.33482552
0.901391491,-0.46577516
0.887150661,-0.65309453
0.834962059,-0.6305444
0.787992459,-0.3333164
0.720518452,-0.5833226
0.623225049,-0.3432192
0.566236033,-0.5114415
0.404925523,-0.46938297
