evenness,sil
0.961773156,0.28486905
0.957360881,0.35362104
0.886502686,0.30823943
0.812778948,0.194217
0.732419741,0.3667796
0.672775304,0.38230935
0.575421958,0.3746655
0.565040465,0.559127
0.382257493,0.08030921
0.400190406,0.06534435
0.964448233,0.3292579
0.947601006,0.4165822
0.860922446,0.37253746
0.850878013,0.44931826
0.726847301,0.23445693
0.725334944,0.35861224
0.611044254,0.37286264
0.513540172,0.1275859
0.405385933,0.34593123
0.363043206,0.65093774
0.964448233,0.42897975
0.943191286,0.3454761
0.930753779,0.27249867
0.8164387,0.46022436
0.7870875,0.32972246
0.685716714,0.27541238
0.603777288,0.2753904
0.433074766,0.20235433
0.374786642,0.569621
0.388910259,0.6590631
0.961773156,0.29738608
0.957360881,0.4114212
0.923668982,0.32426298
0.860922446,0.3552561
0.819915653,0.19596888
0.720846605,0.37167534
0.636283851,0.4869293
0.519811509,0.17550369
0.448796112,0.6342325
0.345765434,0.5195278
0.971533031,0.4351768
0.950276083,0.34128565
0.867779702,0.32591346
0.860922446,0.4518898
0.758945669,0.30499285
0.761222391,0.41573748
0.64583034,0.41113472
0.548884509,0.38625634
0.451216397,0.27132934
0.297975194,0.5045722
0.978617828,0.44364226
0.954688359,0.3596855
0.877539576,0.3427236
0.826198575,0.41753477
0.805502326,0.3690625
0.761222391,0.4894229
0.660210404,0.41688997
0.486137497,0.31532866
0.428549073,0.13058457
0.381697753,0.26244062
0.961773156,0.36917028
0.923317646,0.4093345
0.908994659,0.30200318
0.85796281,0.29613787
0.801092605,0.2480017
0.684335961,0.4331037
0.65442228,0.32287306
0.578165798,0.2561377
0.444270418,0.49031878
0.363197868,0.3813692
0.961773156,0.28966537
0.930402443,0.34595442
0.900672281,0.35186863
0.868007243,0.26613307
0.805502326,0.2649928
0.722659867,0.37729025
0.628393564,0.31485552
0.536338152,0.44227365
0.393391384,0.41568944
0.257177977,0.27783832
0.961773156,0.29150346
0.933431411,0.37598327
0.877539576,0.35033327
0.843793215,0.27490595
0.798417528,0.12227915
0.725256325,0.22358692
0.605193586,0.43870887
0.508757629,0.5803528
0.484738316,0.38811696
0.367723562,0.56152356
0.978617828,0.37371436
0.937487241,0.35651252
0.893587483,0.23651238
0.829621065,0.37554768
0.812587124,0.4033201
0.658889753,0.2653654
0.5311835,0.39472482
0.51939084,0.30557662
0.409712306,0.4458133
0.341647396,0.37919575
