evenness,sil
0.964274618,0.038662388
0.930069877,0.023237682
0.916893706,0.004406766
0.872812218,0.084876624
0.832892789,0.056689739
0.787265368,0.069882079
0.716688178,-0.010760324
0.687956297,0.049098294
0.571332375,0.12420364
0.436248275,-0.053299082
0.955031514,-0.028685855
0.925901673,0.029958958
0.907555244,0.023402335
0.872026381,0.035975504
0.836446754,0.022145489
0.815107537,0.03040164
0.735226411,0.034176097
0.671353608,-0.009349802
0.591787865,0.091453231
0.468626172,0.119101348
0.957798778,-0.016942469
0.929166863,-0.024334793
0.89910351,0.022111608
0.871362492,-0.018561707
0.82852086,0.029279577
0.790029878,0.047414468
0.717787595,-0.033652311
0.673617048,0.086226795
0.578310173,0.086209506
0.457972729,0.083014196
0.962268063,0.028251818
0.936989073,0.023509632
0.899913002,-0.001267086
0.858624672,0.022756145
0.849385568,0.071447427
0.775875437,0.048614603
0.744459166,0.032995506
0.657221951,0.059947481
0.594573667,0.029262023
0.438598491,0.067254635
0.959247536,0.009630942
0.950855662,0.031739585
0.907075186,0.044183771
0.86752362,0.006464284
0.835034851,0.05720952
0.776420116,0.057562022
0.716041101,0.046012611
0.670210336,0.027454026
0.591918323,0.076779295
0.424050505,0.006983524
0.945957313,-0.045960446
0.934739011,0.012691158
0.914007365,0.056074725
0.875985354,0.01027099
0.848167373,0.024961644
0.795363622,0.077363214
0.725481333,0.041548474
0.647156963,0.074222878
0.57497204,0.08000327
0.445619007,0.135765553
0.951472327,0.056244476
0.93127343,0.015861022
0.910477684,0.04442271
0.884617988,0.028580882
0.837364317,0.022366633
0.792448446,0.023751363
0.714946731,-0.022883397
0.664907502,0.081500982
0.5629519,-0.00485719
0.430204824,-0.007115993
0.957892592,0.016592934
0.9463497,0.046699249
0.899483568,0.016048365
0.878615289,0.042496221
0.826004132,0.087867893
0.791513057,0.036522002
0.743057669,0.064082122
0.644472956,0.039493764
0.5583878,0.063298385
0.469690357,0.056040963
0.960621635,0.026147736
0.94063217,0.022489957
0.91873891,0.055647634
0.884049846,0.030807823
0.824047861,0.007779994
0.787139385,-0.011324589
0.736154467,0.066316952
0.670492792,0.042413983
0.549962725,0.097377973
0.439301425,0.105998509
0.950330233,-0.021755487
0.931362039,-0.003154282
0.904973628,0.003695804
0.869955765,0.054433301
0.828436204,0.032342958
0.798455329,0.046146574
0.725894166,0.023274951
0.6771911,0.085039694
0.534780198,0.055802346
0.440000279,0.15234952
